"sentiment","text"
"Negative","Mahfud : Intelijen Asing Coba Intervensi Pilpres Indonesia - ANTARA News Kalimantan Barat"
"Negative","Hanura Kritik Presiden ke Bali Tak Peka Bencana - ANTARA News Kalimantan Barat"
"Positive","Gede Pasek Suardika Dinilai Tepat Jadi Sekjen Hanura - Tribunnews.com"
"Positive","Hanura Segera Rampungkan Susunan Kepengurusan Baru - Kompas.com"
"Negative","Hanura Terbelah Jadi Dua, Wiranto Akhirnya Angkat Suara - Tribun Pontianak"
"Positive","DPD Hanura Sampaikan Pesan Menko Polhukam - ANTARA News Kalimantan Barat"
"Positive","Islah, Wiranto Putuskan Oesman Sapta Tetap Ketua Umum Hanura - Tribun Pontianak"
"Positive","Polres Singkawang Telusuri Hilangnya Politisi Hanura - ANTARA News Kalimantan Barat"
"Positive","Harapan Tanjung Menang Besar di Liga Hanura Tayan - ANTARA News Kalimantan Barat"
"Positive","Hanura Kapuas Hulu Buka Pendaftaran Calon Bupati - ANTARA News Kalimantan Barat"
"Positive","Bumi Sumsel Deklarasi Dukung Cak Imin Capres, Apa Alasannya? - Kantorberitapemilu.com"
"Positive","Capres Pro Penista Agama Bukan Pilihan Alumni 212 - Kantorberitapemilu.com"
"Positive","Ini Alasan Rizal Ramli Layak Menyandang ""Capres Rakyat"" - Kantorberitapemilu.com"
"Positive","Capres 2019 Dan Kuda Hitam: Catatan Atas Survei Indo Barometer - Kantorberitapemilu.com"
"Positive","Ketua Bawaslu Kalbar Kutuk Terjadinya Pemukulan Panwascam Kubu Raya - Tribun Pontianak"
"Positive","Bawaslu Dan Satpol PP Tertibkan APK Yang Menyalahi Aturan - Tribun Pontianak"
"Positive","Bawaslu Tak Temukan Pelanggaran Verifikasi Dukungan Kartius Pensong - Tribun Pontianak"
"Positive","Bawaslu Kalbar Sambangi Kantor Tribun Pontianak - Tribun Pontianak"
"Negative","Metro TV, TV One, MNC Group Diperingatkan Bawaslu - ANTARA News Kalimantan Barat"
"Positive","PBB Bawa 5 Saksi Di Sidang Bawaslu - Kantorberitapemilu.com"
"Positive","Bawaslu : Perusak APK Dapat Dijatuhkan Sanksi Pidana - Tribun Pontianak"
"Positive","Bawaslu Kalbar Hanya Terima Tembusan Izin Gubernur - ANTARA News Kalimantan Barat"
"Positive","Bawaslu Akan Tambah 5 Anggota Panwas di 2018 - Tribun Pontianak"
"Positive","Baliho Pasangan Cagub Terpampang di Mobil Konvoi Acara Cap Go Meh di Ketapang - Tribun Pontianak"
"Positive","KPK Dapat Dukungan Dari Cagub Jabar, Soal Apa? - Kantorberitapemilu.com"
"Positive","Pasangan Cagub Sumsel Harus Lebih Siap Adu Argumen - Kantorberitapemilu.com"
"Positive","Deklarasi Anti Hoax di Ambalau, Ini Pesan Masyarakat Kepada Cagub Kalbar - Tribun Pontianak"
"Positive","Lolos Sebagai Cagub dan Cawagub Kalbar, Midji-Norsan Tak Masalahkan Nomor Urut - Tribun Pontianak"
"Positive","Soal Cagub DKI, Yusril Ihza Mahendra Tunggu Pinangan Parpol"
"Positive","Maju Cagub Sultra, Komisoner Ombudsman Lobi Gubenur..."
"Positive","Gelar Pertemuan di Sanggau, Cagub Milton Sampaikan Keinginannya Jika Terpilih Jadi Gubernur - Tribun"
"Positive","Anies: Debat Bukan Persiapan Ujian Thesis, Harus Dihapal Semua - Tribunnews.com"
"Positive","Mahasiswa Indonesia Raih Penghargaan di Ajang Debat PBB"
"Positive","Ekskul Debat SMAN 4 Pontianak, Ukir Prestasi Hingga Tingkat Nasional - Tribun Pontianak"
"Positive","Debat Kandidat Gubernur Aceh Tahap Dua Digelar 11 Januari : Okezone News"
"Positive","Ekskul Debat Bahasa Indonesia SMAN 4 Targetkan Tembus Level Internasional - Tribun Pontianak"
"Positive","Gabung Ekskul Debat di Sekolah, Rasa Percaya Diri Gadis Berdarah Biru Ini Meningkat - Tribun Ponti"
"Positive","Jokowi Ibaratkan Debat Soal Infrastruktur Seperti Telur dan Ayam"
"Positive","PKB: Seru jika Semua Parpol Boleh Ajukan Calon - Kompas.com"
"Positive","PKB Proyeksikan Cak Imin Jadi Pimpinan MPR, Alternatif Gagal Nyapres? - Kantorberitapemilu.com"
"Positive","Sekjen PKB Tak Tahu soal Kiriman Parsel"
"Positive","Kembali Beredar B1-KWK PKB Dukung Sutarmidji-Norsan, Ini Kata Daniel Johan - Tribun Pontianak"
"Positive","1000 Warga Ikut dalam Program Mudik Bareng PKB"
"Positive","Dilirik PKB jadi calon gubernur, Sekda DKI bilang niat di hati ada"
"Positive","Hapus Denda PKB Hanya di Era Anies-Sandi? Ini Kata Pemprov DKI"
"Positive","Menkokesra Laporkan Perkembangan MERS-CoV ke SBY - ANTARA News Kalimantan Barat"
"Positive","SBY Melayat ke Rumah Duka Husni Kamil Manik"
"Positive","SBY akan Dianugerahi Penghargaan Negarawan Dunia 2013 - ANTARA News Kalimantan Barat"
"Positive","SBY Lepas Ribuan Pemudik"
"Negative","Nazaruddin Ungkap Anak SBY Dapat Banyak Proyek - ANTARA News Kalimantan Barat"
"Positive","Tunjukkan sikap kenegarawanan, SBY penuhi undangan Jokowi ke Istana - rayapos.com"
"Positive","Molor, Kajian Kereta Kencang JKT-SBY Rampung Maret 2018"
"Positive","Sosok Husni Kamil Manik di Mata SBY"
"Positive","SBY: Aceh Sampai Papua Mesti Makmur Bersama - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Tunaikan Shalat Ied di Masjid Istiqlal - ANTARA News Kalimantan Barat"
"Positive","Kontras Inginkan SBY Hentikan Diskriminasi HAM - ANTARA News Kalimantan Barat"
"Positive","Molor, Kajian Kereta Kencang JKT-SBY Rampung Maret 2018"
"Positive","Presiden SBY Menuju New York - ANTARA News Kalimantan Barat"
"Positive","Ajak Mega dan SBY foto bersama, Jokowi dipuji warganet - rayapos.com"
"Positive","Presiden SBY Tabur Bunga TMP Seroja Timor Leste - ANTARA News Kalimantan Barat"
"Negative","KPK Periksa Ipar SBY Terkait Kasus Hambalang - ANTARA News Kalimantan Barat"
"Positive","SBY: Pelayanan Kesehatan di Indonesia Harus Responsif - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Minta Pengungsi Sinabung Kembali Setelah Aman - ANTARA News Kalimantan Barat"
"Positive","SBY Bertemu Keluarga Empat TKI Terancam Hukuman Mati - ANTARA News Kalimantan Barat"
"Positive","SBY Siap Bantu Presiden Mendatang - ANTARA News Kalimantan Barat"
"Positive","SBY : Saya Tetap Fokus Pada Tugas Negara - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY : Islam Identik Dengan Langkah Damai - ANTARA News Kalimantan Barat"
"Positive","Ditemani dua puteranya, SBY melayat ke rumah Husni Kamil Manik"
"Positive","Kereta Kencang JKT-SBY Pakai Jalur Baru? Ini Kata Menhub"
"Positive","Kapan Kereta Kencang JKT-SBY Dapat Pembiayaan Jepang?"
"Positive","Presiden SBY Minta Personel Polisi Wanita Ditambah - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY: Realisasi MP3EI Capai RP737,9 Triliun - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY dan Ibu Ani Pamitan Kepada Pegawai Istana - ANTARA News Kalimantan Barat"
"Positive","SBY Hadiri KTT ASEAN di Brunei - ANTARA News Kalimantan Barat"
"Positive","Presiden Filipina Sebut SBY Kakak Asean - ANTARA News Kalimantan Barat"
"Positive","Kenangan SBY Bersama Husni Kamil Manik "
"Positive","JK Minta Pekerjaan Proyek Kereta Kencang JKT-SBY Dipercepat"
"Positive","Agus Yudhoyono: SBY Bukan Sekadar Orangtua, Dia Mentor Saya - News Liputan6.com"
"Positive","Presiden SBY Dianugerahi Antara Achievement Award - ANTARA News Kalimantan Barat"
"Positive","Dahlan Lakukan Aksi Simpatik Untuk Presiden SBY - ANTARA News Kalimantan Barat"
"Positive","KPK Surati SBY dan Boediono Soal Laporan Harta Kekayaan - ANTARA News Kalimantan Barat"
"Positive","Rute Kereta Kencang JKT-SBY Diputuskan Pekan Depan"
"Positive","SBY Ingin Kota Indonesia Seperti Jepang dan Eropa - ANTARA News Kalimantan Barat"
"Positive","SBY Paparkan Fasilitas Istana Kepada Jokowi - ANTARA News Kalimantan Barat"
"Positive","SBY Berikan Pandangan Tentang Kasus Munir - ANTARA News Kalimantan Barat"
"Positive","Pertemuan Jokowi - SBY Penting Diwujudkan - ANTARA News Kalimantan Barat"
"Positive","SBY: Kepedulian Presiden Jokowi Pada Pendidikan Tinggi - ANTARA News Kalimantan Barat"
"Negative","PM Australia Batalkan Bertemu SBY di Bali - ANTARA News Kalimantan Barat"
"Negative","Anas Tuding Dakwaan Imajiner, Minta Saksi SBY dan Ibas - ANTARA News Kalimantan Barat"
"Positive","Anak Pimpinan PKS Ungkap Identitas Suami Bunda Putri - ANTARA News Kalimantan Barat"
"Positive","PKS Jabar Gelar Rakerwil Pemenangan Pasangan Asyik - rayapos.com"
"Positive","Situasi Aman, Kepolisian Puji Kebersihan dan Ketertiban Massa PKS - Tribun Pontianak"
"Positive","""Try Out"" SBMPTN PKS Se-Kalbar Sukses Digelar - ANTARA News Kalimantan Barat"
"Negative","Fahri Hamzah Laporkan Presiden PKS ke Polisi, Ini Kasusnya - Tribun Pontianak"
"Positive","PKS: Ledia Hanifa Gantikan Fahri Hamzah - ANTARA News Kalimantan Barat"
"Positive","Arief Joni Sebut Dukungan PKS Untuk Midji-Norsan Sesuai Keinginan Masyarakat Kalbar - KalbarOnline.C"
"Positive","PKS Luncurkan 75 Posko Mudik "
"Negative","Fahri Hamzah Beberkan Tweet Presiden PKS ke Polisi - rayapos.com"
"Negative","Tolak Wacana Penggolongan Daya Listrik, PKS : Pemerintah Tidak Adil dan Tak Bijaksana - rayapos.com"
"Positive","Fraksi PKS Tetap Perjuangkan Pelarangan Miras Menjadi Undang-Undang - rayapos.com"
"Positive","Pelaku Penembakan Ambulans PKS Ditangkap, Berikut Kronologi Selengkapnya - Tribun Pontianak"
"Positive","Anis Matta: PKS Konsisten Tolak Kenaikan BBM - ANTARA News Kalimantan Barat"
"Positive","DPD PKS Singkawang Gelar Rakorda - ANTARA News Kalimantan Barat"
"Negative","Ambulans PKS Ditembak di Pontianak Timur - Tribun Pontianak"
"Positive","Fraksi PKS: Tidak Masalah Presidential Threshold Nol Persen"
"Positive","Resmi Diusung PKS, Sujiwo Apresiasi Kinerja Sutarmidji - Tribun Pontianak"
"Positive","Cerita Menteri Susi Terlibat Debat Seru dengan Pengusaha"
"Positive","Cerita Menteri Susi Terlibat Debat Seru dengan Pengusaha"
"Positive","Jadi Saksi Sidang Ariesman, Ahok Tak Mau Ada Debat Kusir"
"Positive","Waka Kesiswaan Jelaskan Tentang Ekskul Debat di SMAN 4 Pontianak - Tribun Pontianak"
"Positive","Cerita Menteri Susi Terlibat Debat Seru dengan Pengusaha"
"Positive","Darmin: Enggak Usah Lagi Debat Beras Surplus atau Defisit"
"Positive","BNN Imbau Ada Pertanyaan soal Penanganan Narkoba dalam Debat Calon Kepala Daerah - Tribunnews.com"
"Positive","Cerita Menteri Susi Terlibat Debat Seru dengan Pengusaha"
"Positive","Debat Kandidat Gubernur Sumsel Harus Jawab Persoalan Masyarakat - Kantorberitapemilu.com"
"Positive","Agus Yudhoyono Mengaku Tak Punya Persiapan Khusus Hadapi Debat Calon Gubernur - Tribunnews.com"
"Positive","Aktif di Ekskul Debat, Gadis Cantik Berdarah India Pakistan Ini Dapat Pelajaran Berharga - Tribun Po"
"Negative","?Agus Tidak Hadir Debat, Taufik: Mirip Jokowi 2012 Lalu - Tribunnews.com"
"Positive","Sandiaga Sudah Kantongi Jawaban untuk Debat Publik : Okezone News"
"Positive","Debat Kandidat Cabup Dan Cawabup Sanggau Bakal Digelar, Catat Jadwalnya! - Tribun Pontianak"
"Negative","Megawati: Kalau Ada yang Mengancam Presiden dan Wakil Presiden, Panggil Saja Kita - Tribunnews.com"
"Positive","Jokowi: Megawati Pejuang Demokrasi, yang Ganggu Presiden Pasti Dilawan - Kompas.com"
"Positive","Megawati Ingatkan Ketua MPR soal Pola Pembangunan Nasional Semesta Berencana - Kompas.com"
"Positive","Megawati: Kalau Ada yang Macam-macam, Presiden Panggil Saja Kita - Kompas.com"
"Positive","Megawati Bisa Saja Gunakan Hak Prerogatif Putuskan Pendamping Jokowi - Kantorberitapemilu.com"
"Positive","Megawati: Waspadai Peramal Masa Depan yang Anti-Bhinneka Tunggal Ika - Kompas.com"
"Positive","INFO MUDIK PKS Buka 80 Posko Mudik Lebaran"
"Positive","PKS Keberatan Sejumlah Elemen Penting Kebutuhan Wong Cilik..."
"Positive","Ini Suasana Masyarakat Ramai hadiri Jalan Sehat PKS Kota Singkawang - Tribun Pontianak"
"Negative","Ambulans PKS Ditembak Orang Tak Dikenal, Ini Penjelasan dari Polsek Timur - Tribun Pontianak"
"Negative","Idrus PKS Sindir Larangan Takbir Keliling Pemprov Jakarta"
"Negative","Fahri Hamzah Laporkan Presiden PKS Sohibul Iman, ""Saya Merasa sedang Dirusak dan Dihilangkan"" - Trib"
"Positive","PMII Gelar Aksi Lanjutan ke Bawaslu, Tuntut Tindakan Tegas Bawaslu dan Gakkumdu Kepada Pelaku - Trib"
"Positive","Pengurus Besar HMI: Kader HMI Harus Unggul - ANTARA News Kalimantan Barat"
"Positive","Wabup Buka Pembinaan Kader Bela Negara Sajingan - ANTARA News Kalimantan Barat"
"Positive","50 Kader Ikut Pelatihan Pendampingan Kelompok Bina Keluarga - Tribun Pontianak"
"Positive","Harlah ke 3 Komisariat PMII STAI Wujudkan Kader Kaffah - Tribun Pontianak"
"Positive","Lapmi Perkuat Kapasitas Kader Dengan Pelatihan Jurnalistik - ANTARA News Kalimantan Barat"
"Positive","Kader Posyandu Lebih Diperhatikan Dengan BOP - ANTARA News Kalimantan Barat"
"Positive","IPDN Kader Pemerintah Siap Ditempatkan di Seluruh Indonesia - ANTARA News Kalimantan Barat"
"Positive","35 Kader Jumantik Pasar Baru Disosialisasikan Penyakit Hewan Menular - Beritajakarta.id"
"Positive","19 Kader Nasdem Sulteng Lulus Pendidikan Bela Negara - rayapos.com"
"Positive","Sebelum Kampanye Ajukan STTP | Pontianak Post"
"Positive","Di Nigeria, Indomie Jadi Alat Kampanye - rayapos.com"
"Negative","Fraksi Gerindra DPRD DKI: Mereka Sering Kritik Pemprov Karena Belum Move On - rayapos.com"
"Positive","Suryansah Sebut Gerindra Sudah Pasti Usung Edi Kamtono di Pilwako - KalbarOnline.Com"
"Positive","Gugat Cerai Ahok-Vero, Mengapa Terkait Gerindra? - rayapos.com"
"Positive","Gerindra: Daripada bangun LRT, mending duitnya dialokasikan ke Kereta Logistik dan Double Track - ra"
"Positive","Gerindra : Nasib Sudirman Said Mirip Anies Baswedan - rayapos.com"
"Positive","Rakorcab Gerindra Mempawah, Milton Targetkan Suara Diatas 50 Persen - Tribun Pontianak"
"Positive","DPRD DKI Fraksi Gerindra Sarankan Anggaran Lift di Rumah Gubernur Dihapus - rayapos.com"
"Negative","Gerindra Masih Bingung Tunjuk Pengganti VAP di DPD Sulut - rayapos.com"
"Positive","Bareskrim Gali Keterangan 2 Saksi Pelapor Kasus Desmond Gerindra - News Liputan6.com"
"Negative","Politikus Gerindra Diperiksa KPK Terkait Rohadi"
"Positive","Alasan Gerindra Masukkan Nama Gatot Dan Anies - Kantorberitapemilu.com"
"Positive","Gerindra dan Nasdem Berpeluang Rebut Wakil Ketua DPRD Landak - ANTARA News Kalimantan Barat"
"Positive","Gerindra Singkawang Akan Berkoalisi Dengan KMP - ANTARA News Kalimantan Barat"
"Positive","Rakorda Gerindra, Konsolidasi Untuk Kemenangan Milton Menuju Kalbar Baru - Tribun Pontianak"
"Negative","Gerindra Ogah Percaya Hasil Survei - Kantorberitapemilu.com"
"Positive","DPR Minta BI Lebih Fokus Jaga Inflasi | Republika Online"
"Negative","Dokumen Empat Paslon Gubernur Kalbar Dinyatakan Belum Lengkap, Ini Penjelasan Masing-masing Kandidat"
"Positive","Suasana Antrean Kendaraan di Sekitar Lokasi Titik Kumpul Massa Paslon Herlina-Muhammad Pagi - Tribun"
"Positive","Hasil PSU Gayo Lues, Paslon Muhammad Amru-Said Sani..."
"Positive","Najwa Shihab Ditanya, Sama-sama Keturunan Arab, Mengapa Tak Condong Paslon 3? - Tribun Pontianak"
"Positive","Jamin Netralitas, Anggota TNI Langkat Jaga Jarak Dengan Paslon - Kantorberitapemilu.com"
"Positive","Ada Agenda Lain, Paslon Paham di Pilwalkot Sukabumi Minta Ubah Jadwal - Kantorberitapemilu.com"
"Negative","Pendukung JWS Kecewa Keputusan DPP PDIP - rayapos.com"
"Positive","Wabup Hadiri HUT PDIP ke-44 - KalbarOnline.Com"
"Positive","Survei Cyrus Berindikasi ""Kembarkan"" Kepemimpinan PDIP - Aktual.Com Terhangat Terpercaya"
"Positive","PDIP Usung Kembali Jokowi, Ini Kriteria Cawapresnya - rayapos.com"
"Positive","Sambangi Gerindra, Lukas Enembe Sampaikan Visi Misi..."
"Negative","Gerindra Bakal Laporkan Pertemuan Jokowi Dan PSI - Kantorberitapemilu.com"
"Positive","Jokowi Rangkul Gerindra di Kabinet ? - ANTARA News Kalimantan Barat"
"Positive","Pasangan Edi-Bahasan Resmi Kantongi Dukungan Gerindra - Tribun Pontianak"
"Positive","Ahmad Dhani ke Gerindra, Nasdem Anggap Lumrah - Kantorberitapemilu.com"
"Positive","Waketum Gerindra tak persoalkan Djarot absen di Sertijab Anies-Sandi - rayapos.com"
"Positive","Deklarasi Milton-Boyman? Ini Kata Ketua DPD Gerindra Kalbar - Tribun Pontianak"
"Negative","Vonnie Bakal Digusur dari Posisi Ketua DPD Gerindra Sulut - rayapos.com"
"Positive","Gerindra Masih Rahasiakan Barisan Koalisi - Kantorberitapemilu.com"
"Positive","Cara Gerindra Bergerilya untuk Sjafrie Sjamsoeddin"
"Positive","Gerindra Tidak Khawatir Kehadiran Poros Baru - Kantorberitapemilu.com"
"Positive","Suryadharma Ali: Belum Ada Kesepakatan Koalisi Dengan Gerindra - ANTARA News Kalimantan Barat"
"Positive","Gerindra Sambut Baik Nasdem Dukung Anies-Sandi - Kantorberitapemilu.com"
"Positive","Kantongi Restu Gerindra, Edi-Basahan Mulai Susun Strategi - Tribun Pontianak"
"Positive","Usung Syech Bandar- Hermanto Lim, Ini Mandat DPC PKB Mempawah - Tribun Pontianak"
"Positive","PKB Berangkatkan Ribuan Pemudik ke Jateng amp Jatim"
"Positive","Blusukan Bersama PKB, Sandiaga Minta Restu Nahdliyin"
"Positive","Meski PKB Belum Mencapai Target, Realisasi Pajak UPPD Sintang Sudah 106,35 Persen - Tribun Pontianak"
"Positive","Yasonna Tegaskan Pemerintah Tidak Sadap SBY - ANTARA News Kalimantan Barat"
"Positive","KPK Panggil SBY dan Ibas Jadi Saksi Anas - ANTARA News Kalimantan Barat"
"Negative","Presiden SBY: Beban Rakyat Terlalu Berat Bila BBM Naik - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Pimpinan Renungan Suci - ANTARA News Kalimantan Barat"
"Positive","Tersambung Tol, Mudik JKT-SBY Tinggal Wusss..."
"Positive","Presiden SBY Puji Taufiq Kiemas Sebagai Negarawan Sejati - ANTARA News Kalimantan Barat"
"Positive","Polri Tegaskan Tidak Sadap SBY - ANTARA News Kalimantan Barat"
"Positive","SBY Minta Penyadapan Atas Dirinya Diusut Tuntas - ANTARA News Kalimantan Barat"
"Positive","Lepas Pemudik, SBY Kenang Masa Muda"
"Positive","Presiden SBY Kunjungi Timor Leste - ANTARA News Kalimantan Barat"
"Positive","SBY Dukung Langkah Pemerintah Tertibkan Medsos - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Siapkan Buku Masa Kepresidenannya - ANTARA News Kalimantan Barat"
"Positive","SBY Undang Jokowi Orientasi Istana - ANTARA News Kalimantan Barat"
"Positive","Pernyataan SBY Jadi Perhatian Media Mesir - ANTARA News Kalimantan Barat"
"Positive","Lepas ribuan pemudik, SBY bercerita soal pengalaman mudik yang indah"
"Positive","Masyarakat Papua Nobatkan SBY Sebagai Bapak Umat Beragama - ANTARA News Kalimantan Barat"
"Positive","Anas Berterimakasih Ditahan KPK, Juga Kepada SBY - ANTARA News Kalimantan Barat"
"Positive","Kapan Kereta Kencang JKT-SBY Dapat Pembiayaan Jepang?"
"Positive","Presiden SBY Kunjungi Pengungsi Gunung Kelud - ANTARA News Kalimantan Barat"
"Positive","JKT-SBY Bisa Lewat Tol Saat Mudik Lebaran, Ini Jalurnya"
"Positive","SBY: Teruskan Liberalisasi Perdagangan dalam APEC - ANTARA News Kalimantan Barat"
"Positive","SBY: Perbaikan Jalan Rusak Terpadu di Seluruh Daerah - ANTARA News Kalimantan Barat"
"Positive","Pengamat: SBY Sudah Tangkap Isyarat Perlawanan Anas - ANTARA News Kalimantan Barat"
"Positive","SBY Dianugerahi Kado Istimewa Sebagai Sahabat Pers - ANTARA News Kalimantan Barat"
"Negative","OalaahAnak Buah SBY Stres Ditangkap KPK"
"Positive","Presiden SBY Berkurban Seekor Sapi Berat 1 Ton - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Akan Serahkan Buku Asrip ke Anri - ANTARA News Kalimantan Barat"
"Positive","Usai Pertemuan, SBY-Jokowi Sepakat Lanjutkan Transisi Kepemimpinan - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY akan Hadiri KTT ASEAN dan D8 - ANTARA News Kalimantan Barat"
"Positive","Indo Barometer: Efek SBY Mulai Terasa - ANTARA News Kalimantan Barat"
"Positive","Presiden SBY Optimistis Pariwisata Bisa Terus Berkembang - ANTARA News Kalimantan Barat"
"Positive","Ucapan Ultah ke-64 Banjiri Twitter SBY - ANTARA News Kalimantan Barat"
"Negative","Biaya Kereta Kencang JKT-SBY Bengkak Jadi Rp 100 Triliun"
"Positive","SBY Husni Kamil ditekan kanan-kiri tetap bersikap independen"
"Positive","SBY Ingin Bicara Dengan Jokowi Terkait Aksi Damai 4/11 - ANTARA News Kalimantan Barat"
"Positive","Sutarmidji Effect Menuju Pilgub Kalbar 2018 - KalbarOnline.Com"
"Positive","Jelang Pilgub Awasi Hoax | Pontianak Post"
"Positive","Pengamanan Pilgub Kalbar | Pontianak Post"
"Positive","Sutarmidji Effect Jelang Pilgub Kalbar 2018 - KalbarOnline.Com"
"Positive","Gatranews - Presiden Yudhoyono Jamu Presiden de Kirchner"
"Positive","Gatranews - PBNU: Jangan Politisasi Banjir Jakarta"
"Negative","Gatranews - Sistem Parpol Saat Ini Digiring Kembali ke Masa Orba"
"Positive","Gatranews - GAFATAR akan adakan Rakernas Pertama"
"Positive","Gatranews - Mahyudin: Jangan Berpikir Mau Menjatuhkan Presiden"
"Positive","Gatranews - Indonesia Pilih Lawan ISIS Tanpa Kekerasan"
