"id","sentiment","text"
17984,"Positive","Gatranews - Mahyudin: Jangan Berpikir Mau Menjatuhkan Presiden"
17985,"Positive","Gatranews - Indonesia Pilih Lawan ISIS Tanpa Kekerasan"
17986,"Positive","Gatranews - Penegakan Hukum Korupsi Ubah Skenario Parpol 2014"
17987,"Negative","Gatranews - Puti Guntur: Mayoritas Warga Jabar Lulusan SD"
17988,"Negative","Gatranews - Poempida Sayangkan Pernyataan Menkes Soal PP Tembakau"
17989,"Positive","Gatranews - Sikap Marzuki Alie atas Kasus Century Patut Diapresiasi"
17990,"Positive","Bukan Jokowi, Inilah Gubernur Muda Yang Didukung Ustaz Abdul Somad Maju Pilpres 2019 - Tribun Pontia"
17991,"Negative","Trump Salahkan Obama Soal Kemenangannya di Pilpres Amerika - Kantorberitapemilu.com"
17992,"Positive","Ikut Pilpres 2019 Bentuk Pengabdian ke Negara, TGB: Harus Siap - Kantorberitapemilu.com"
17993,"Negative","Mengejutkan, MK Austria Batalkan Presiden Hasil Pilpres"
17994,"Positive","Pilpres AS amp Trump vs Hillary di Mata Presiden Prancis"
17995,"Positive","Nasdem Buka Peluang Kembali Dukung Jokowi pada Pilpres 2019 - Kompas.com"
17996,"Positive","Maduro: Tanpa Oposisi Sekalipun, Pilpres Tetap Digelar Bulan April - Kantorberitapemilu.com"
17997,"Positive","Ketua DPP Hanura Kalbar Sebut Oesman Sapta Sosok Yang Membanggakan - Tribun Pontianak"
17998,"Positive","Oesman Sapta: Hanura tak akan Melarang Anak Muda untuk Bergabung - Tribunnews.com"
17999,"Positive","Deklarasi Rakyat Midji-Norsan Luar Biasa, Ini Kata Ketua DPD Hanura Kalbar Suyanto Tanjung - Tribun "
18000,"Positive","Colek Hanura, Bakal Calon Bupati Minahasa Ajak Kakak Ipar Temui OSO - Kantorberitapemilu.com"
18001,"Positive","Hanura Tegaskan Usung Midji-Norsan, Ini Total Kursi Yang Terkumpul - Tribun Pontianak"
18002,"Positive","Wiranto: Ada Anggota DPD yang Akan Gabung Jadi Pengurus Hanura - Tribunnews.com"
18003,"Positive","Mulyadi Tawik Yakin Midji-Norsan Menang Pilgub 2018, Harap Pilgub Bersih Dari SARA - Tribun Pontiana"
18004,"Positive","Presiden SBY Kunjungi Memorial Soeharto - ANTARA News Kalimantan Barat"
18005,"Positive","SBY Harapkan Cipta Seni Nasional Terus Berlanjut - ANTARA News Kalimantan Barat"
18006,"Positive","Warga Ketapang Beri Nama Anak SBY - Tribun Pontianak"
18007,"Positive","Cucu Ke-empat SBY Diberi Nama Gayatri Idalia Yudhoyono - rayapos.com"
18008,"Positive","Presiden SBY Silaturahmi Dengan Seluruh Pejabat Daerah - ANTARA News Kalimantan Barat"
18009,"Positive","Hadapi Laporan SBY, Firman Wijaya Tunjuk Boyamin Saiman Jadi Kuasa Hukumnya - rayapos.com"
18010,"Positive","Presiden SBY Akan Perkenalkan Istana ke Jokowi Sore Ini - ANTARA News Kalimantan Barat"
18011,"Positive","SBY Apresiasi Proses Pemilihan Pimpinan MPR - ANTARA News Kalimantan Barat"
18012,"Positive","Legislator : Jokowi Harus Tiru SBY Tahan Kritik - ANTARA News Kalimantan Barat"
18013,"Positive","SBY Melayat ke Rumah Husni Kamil"
18014,"Positive","Presiden SBY Masukan Laporan Pajak Lewat Internet - ANTARA News Kalimantan Barat"
18015,"Positive","SBY-Boediono Laporkan Kekayaan ke KPK - ANTARA News Kalimantan Barat"
18016,"Positive","Presiden SBY akan Bicarakan ISIS di AS - ANTARA News Kalimantan Barat"
18017,"Positive","SBY Disambut Meriah di Cikeas - ANTARA News Kalimantan Barat"
18018,"Positive","Nama SBY Diabadikan Jadi Nama Perpustakaan di Jepang - ANTARA News Kalimantan Barat"
18019,"Positive","Presiden SBY Buka Rapim KPI 2014 - ANTARA News Kalimantan Barat"
18020,"Positive","Presiden SBY Bertemu George Soros Bahas REDD+ - ANTARA News Kalimantan Barat"
18021,"Positive","Proyek Kereta Kencang JKT-SBY Masih Berkutat Soal Jenis Rel"
18022,"Positive","SBY Tunjuk Chairul Tanjung Sebagai Menko Perekonomian - ANTARA News Kalimantan Barat"
18023,"Positive","Pengikut Akun Twitter SBY Tembus 4 Juta - ANTARA News Kalimantan Barat"
18024,"Positive","JK Minta Pekerjaan Proyek Kereta Kencang JKT-SBY Dipercepat"
18025,"Positive","Pidato Pertama SBY di Tahun 2018 Memuji Pemerintahan Jokowi - rayapos.com"
18026,"Positive","SBY Dianugerahi Penghargaan Maha Dwija Praja Utama oleh PGRI - ANTARA News Kalimantan Barat"
18027,"Positive","Presiden SBY Terima 12 Tamu Anak Indonesia - ANTARA News Kalimantan Barat"
18028,"Positive","SBY Hadiri KTT Asia Timur di Brunei - ANTARA News Kalimantan Barat"
18029,"Positive","Luhut Masih Kaji Kecepatan Kereta Kencang JKT-SBY"
18030,"Positive","Menhub: Jepang Ingin Kereta Kencang JKT-SBY Punya Rel Baru"
18031,"Positive","Twitter Presiden SBY : Setiap Konflik Selalu Ada Solusi - ANTARA News Kalimantan Barat"
18032,"Positive","SBY Apresiasi Kemenangan TNI AD di Lomba Menembak Australia - ANTARA News Kalimantan Barat"
18033,"Positive","SBY Sampaikan Terima Kasih Kepada Peserta Sail Raja Ampat - ANTARA News Kalimantan Barat"
18034,"Positive","Presiden SBY Paparkan Kebijakan Investasi RI di Singapura - ANTARA News Kalimantan Barat"
18035,"Positive","SBY: Jangan Jadikan Indonesia Sebagai Lautan Fitnah - ANTARA News Kalimantan Barat"
18036,"Positive","SBY Sampaikan Terima Kasih ke Raja Saudi - ANTARA News Kalimantan Barat"
18037,"Negative","Tak Terima Dituduh Intervensi Kasus E-KTP, SBY Polisikan Pengacara Setnov | Pontianak Post"
18038,"Negative","Gatranews - Dipecat Sepihak, Sekjen Pemuda NasDem Lakukan Perlawanan"
18039,"Negative","Gatranews - Panglima TNI Benarkan Militer Australia Lecehkan Pancasila"
18040,"Positive","Gatranews - Tujuh Tokoh Nasional Jadi Dewan Pembina Gafatar"
18041,"Positive","Gatranews - Nanan Ingin Jadi Calon Wapres Dampingi Mega"
18042,"Negative","Gatranews - Dalming Tak Layak Jadi Calon Hakim Agung"
18043,"Positive","Gatranews - Parpol Tak Lolos Verifikasi Agar Legowo"
18044,"Negative","Gatranews - 10 DPW GP NasDem Tolak Hasil Rapimnas"
18045,"Positive","Gatranews - Roy Suryo Diangkat Jadi Menpora"
18046,"Negative","Gatranews - Friksi Internal GP NasDem Berujung Bentrokan"
18047,"Positive","Gatranews - GP NasDem: Pemecatan Saiful Sesuai Prosedur"
18048,"Positive","Di Hadapan Publik, Megawati: Kalau Ada yang Macam-macam Bapak Presiden dan Wapres Panggil Saja Kita "
18049,"Positive","DPR Menetapkan Sembilan Anggota Komisioner KPI - Aktual.Com Terhangat Terpercaya"
18050,"Positive","DPR Sahkan UU Desa - ANTARA News Kalimantan Barat"
18051,"Negative","3 Lurah di Kota Jambi Diperiksa Panwaslu"
18052,"Positive","Panwaslu Pontianak Proses Pemilih Tertangkap 'Nyoblos' Dua Kali - ANTARA News Kalimantan Barat"
18053,"Positive","Sekretaris Daerah Kota Bekasi Dipanggil Panwaslu Dugaan Pelanggaran Netralitas - Wartakota"
18054,"Positive","Panwaslu Singkawang Larang Cawako Beri Hadiah Pemilih - ANTARA News Kalimantan Barat"
18055,"Negative","Alasan Panwaslu Pontianak Terkait APK Dinilai Tak Logis - Tribun Pontianak"
18056,"Negative","Panwaslu Melawi Keluhkan Anggaran Operasional Kecil - ANTARA News Kalimantan Barat"
18057,"Positive","Takut Disemprit Panwaslu, NH Puasa Bicara di Zikir Akbar Malangke | iNews Portal - Sulsel"
18058,"Positive","Panwaslu Lamongan Periksa 3 Anggota Dewan | iNews Portal - Jatim"
18059,"Positive","Panwaslu Sambas libatkan perguruan tinggi untuk pengawasan partisipatif - ANTARA News Kalimantan Bar"
18060,"Positive","Antisipasi Kecurangan Via Sosmed, Panwaslu Pontianak Lakukan Ini - Tribun Pontianak"
18061,"Positive","Panwaslu Mitra Bakal Keluarkan Rekomendasi Soal APK - rayapos.com"
18062,"Positive","Panwaslu Kota Pontianak Buka Posko Pengaduan Terkait DPS - Tribun Pontianak"
18063,"Negative","Soal Ahok, Politikus PAN: Masa Terdakwa Menista Kitab Suci Agama Islam Menyambut Raja Salman - Tribu"
18064,"Positive","Pan Brothers Bangun 2 Pabrik Baru Tahun Ini Senilai Rp 390 Miliar"
18065,"Positive","Sempat Didukung Djan Faridz, Kenapa Yusril Ikuti Penjaringan PPP Romy"
18066,"Positive","Panwaslu Butuh Rp 6,2 Miliar untuk Awasi Pelwako Pontianak 2018 - Tribun Pontianak"
18067,"Positive","Panwaslu Mendadak Surati Bupati Giri Prasta, Ini Isi Suratnya"
18068,"Negative","Panwaslu Minim Alat, Sejumlah APK Masih Bertebaran di Jalan Ayani - Tribun Pontianak"
18069,"Negative","Panwaslu Kudus Rekomendasi Sanksi Untuk Kades Mlati Lor - Kantorberitapemilu.com"
18070,"Positive","PPP Ingin Jokowi Gandeng Wapres Dari Kalangan Agamis - Kantorberitapemilu.com"
18071,"Positive","Menkumham Akan Pelajari Putusan PTUN yang Menangkan PPP..."
18072,"Positive","Panwaslu Imbau Pasangan Calon Bupati dan Wakil Bupati Mempawah Tak Lakukan Pelanggaran - Tribun Pont"
18073,"Positive","Jelang Penetapan Cabup dan Cawabup, Panwaslu Mempawah Minta Ini Pada Pasangan Calon - Tribun Pontian"
18074,"Negative","Terima Banyak Aduan Masyarakat Yang Belum di Coklit, Ini Kata Panwaslu Pontianak - Tribun Pontianak"
18075,"Negative","Panwaslu Singkawang Keluarkan Surat Rekomendasi Temuan APK Tak Sesuai Aturan - Tribun Pontianak"
18076,"Positive","Orangtua Simpatisan PPP Korban Pembacokan Minta Kasus Dikawal Ombudsman"
18077,"Negative","PPP Pasal Guantanamo Bisa Ganjal RUU Anti Terorisme"
18078,"Positive","Menteri Yasona Akan Keluarkan SK PPP Yang Menang Secara Hukum - Kantorberitapemilu.com"
18079,"Positive","Mantan Bupati: PPP Djan Faridz Akan Menangkan Asyik Di Tasikmalaya - Kantorberitapemilu.com"
18080,"Negative","Anggota DPR: Seminar Poligami Lecehkan Islam - rayapos.com"
18081,"Positive","Sah! Bamsoet Jadi Ketua DPR RI - rayapos.com"
18082,"Positive","KPK Lelang Mobil Nazaruddin, Mantan Bendahara Demokrat! Wow, Segini Harganya - Tribun Pontianak"
18083,"Negative","Satu Bus Mudik Gratis Demokrat Kecelakaan di Cikampek, Penumpang Selamat"
18084,"Positive","Fraksi Demokrat DPRD Badung Sepakat Enam Ranperda"
18085,"Negative","Demokrat Tetap Jadi Tempat Nyaman bagi Para Koruptor"
18086,"Negative","Pasca Ditangkap KPK, Politisi Demokrat Putu Sudiartana Stres"
18087,"Negative","Bus Mudik Demokrat Kecelakaan, Hinca Penumpang Selamat"
18088,"Negative","Bus Mudik Demokrat Terperosok di Kilometer 51 Jalan Tol Cikampek"
18089,"Negative","Prabowo-Titiek Rujuk Hanya Isu - ANTARA News Kalimantan Barat"
18090,"Positive","Prabowo Resmi Dukung Mayjen (Purn) Sudrajat sebagai Calon Gubernur Jabar - rayapos.com"
18091,"Negative","Progres 98 dan La Nyalla Ancam Tuntut Prabowo Secara Hukum - rayapos.com"
18092,"Positive","Kans Prabowo Nyapres Terkendala Pihak Asing? - Kantorberitapemilu.com"
18093,"Positive","Jokowi Berbincang Dengan Prabowo, Ekspresi Iriana Bikin Tanda Tanya? - Tribun Pontianak"
18094,"Positive","Koalisi Indonesia Raya Bermuara Usung Prabowo-Hatta Rakjasa - ANTARA News Kalimantan Barat"
18095,"Positive","MUI Siap Fasilitasi Pertemuan Prabowo dan Jokowi - ANTARA News Kalimantan Barat"
18096,"Positive","Poros Baru Ancaman Nyata Bagi Prabowo - Kantorberitapemilu.com"
18097,"Positive","Hasto: Pertemuan Luhut dan Prabowo Tak Terkait Kabinet - ANTARA News Kalimantan Barat"
18098,"Positive","Belasan Nama Siap Jadi Pendamping Prabowo - Kantorberitapemilu.com"
18099,"Positive","Kubu Prabowo-Hatta Kini Fokus di Mahkamah Agung - ANTARA News Kalimantan Barat"
18100,"Positive","Masyarakat Sintang Deklarasikan Tim Relawan Prabowo-Hatta - ANTARA News Kalimantan Barat"
18101,"Positive","Suryadharma Ali Tegaskan Istiqomah Dukung Prabowo - ANTARA News Kalimantan Barat"
18102,"Positive","Kantor Pos Jember Hentikan Pengiriman Surat Prabowo - ANTARA News Kalimantan Barat"
18103,"Negative","Tim Prabowo-Hatta Daftar Gugatan ke MK Jumat - ANTARA News Kalimantan Barat"
18104,"Negative","Prabowo: Jakarta Dilanda Penyakit Penipu - ANTARA News Kalimantan Barat"
18105,"Positive","Mahfud: Saya Tidak Lagi Wakili Prabowo-Hatta - ANTARA News Kalimantan Barat"
18106,"Negative","Survei PKSOP: Elektabilitas Prabowo Kangkangi Jokowi - Kantorberitapemilu.com"
18107,"Positive","Titiek Soeharto Doakan Prabowo Pimpin Bangsa - ANTARA News Kalimantan Barat"
18108,"Positive","Diteriaki Presiden, Prabowo Mengaku Belum Memikirkannya - Tribunnews.com"
18109,"Positive","Prabowo dan Sandiaga Hadiri Open House di Rumah Ical"
18110,"Positive","Cyrus Network Perkirakan Waktu Menipis Dongkrak Suara Prabowo - ANTARA News Kalimantan Barat"
18111,"Positive","Fernando Wowor Dimakamkan, Prabowo Subianto Kirim Bunga Duka - rayapos.com"
18112,"Positive","Prabowo: Saya Siap Keliling Jakarta Menangkan Anies-Sandi - News Liputan6.com"
18113,"Positive","Ketika Warga Luar Batang Curhat ke Prabowo Subianto - News Liputan6.com"
18114,"Positive","Prabowo Datangi Rumah ARB Ajak Gabungkan Kekuatan - ANTARA News Kalimantan Barat"
18115,"Negative","Prabowo Subianto: Anak Proklamator Kok Dituduh Makar - News Liputan6.com"
18116,"Positive","Pembahasan Rekap Suara Diskors, Tunggu Kedatangan Saksi Tim Prabowo - ANTARA News Kalimantan Barat"
18117,"Negative","Prabowo Dinilai Gundah Nama Gatot Nurmantyo Melejit - Tribun Pontianak"
18118,"Negative","Prabowo: Saya Juga Korban Hoax - News Liputan6.com"
18119,"Positive","Prabowo Didampingi Anakanya Coblos di TPS Bojong Koneng - ANTARA News Kalimantan Barat"
18120,"Positive","Mahfud Dijadwalkan Hadiri Deklarasi Tiga Relawan Prabowo-Hatta - ANTARA News Kalimantan Barat"
18121,"Positive","Habiburrokhman Sebut Fitnah La Nyalla ke Prabowo Hanya Omong Kosong Besar - KalbarOnline.Com"
18122,"Negative","Keluarga Korban HAM 1997-1998 Sesalkan Pernyataan Prabowo - ANTARA News Kalimantan Barat"
18123,"Positive","Penuhi Undangan Makan Malam, Anies-Sandi datangi Rumah Prabowo - News Liputan6.com"
18124,"Positive","Prabowo-Hatta Nomor Urut 1, Jokowi-JK Nomor Urut 2 - ANTARA News Kalimantan Barat"
18125,"Positive","Suriansyah: Pilwako Pontianak, Gerindra Usung Edi Kamtono - Tribun Pontianak"
18126,"Positive","Deklarasi Resmi Gerindra Tunggu Rakornas - Kantorberitapemilu.com"
18127,"Positive","Cak Imin Masuk Kriteria Yang Diperhitungkan Gerindra - Kantorberitapemilu.com"
18128,"Positive","Gerindra Yakin Setnov Tak Sendiri, Ini Penjelasan Ferry Julianto - KalbarOnline.Com"
18129,"Positive","Gerindra Gelar Rakornis Susun Strategi Pemenangan Ptabowo-Hatta - ANTARA News Kalimantan Barat"
18130,"Positive","Gerindra berikan bingkisan kepada pasien RSUD Melawi - ANTARA News Kalimantan Barat"
18131,"Positive","Gerindra Pertimbangkan Nama Anies Baswedan - ANTARA News Kalimantan Barat"
18132,"Positive","Bawaslu Kalbar Akan Dalami Kasus di Panwascam Sungai Raya - Tribun Pontianak"
18133,"Positive","Bawaslu Tidak Persoalkan Permintaan Wiranto - Kantorberitapemilu.com"
18134,"Negative","Begini Pengakuan Staf Bawaslu yang Jadi Korban Pembobolan Rekening - rayapos.com"
18135,"Negative","JR Saragih Diperiksa, Pendukung Demo di Depan Kantor Bawaslu Sumut | iNews Portal - Sumut"
18136,"Positive","Bawaslu Kalbar Awasi Rekapitulasi Surat Suara Di PPS - ANTARA News Kalimantan Barat"
18137,"Positive","Bawaslu Kalbar Sudah Instruksikan Jajaran Awasi Pendaftaran Bapaslon Perseorangan - Tribun Pontianak"
18138,"Positive","Bawaslu Kalbar Ingatkan Tim Sukses Tertibkan Alat Peraga - ANTARA News Kalimantan Barat"
18139,"Positive","Bawaslu Siap Kawal Daftar Pemilih Potensial - Tribun Pontianak"
18140,"Positive","Suasana Bimtek PPL Oleh Bawaslu Sanggau - Tribun Pontianak"
18141,"Positive","Resmi Ditetapkan Sebagai Paslon di Pilwako Pontianak, Ini Kata Harry Yandi - KalbarOnline.Com"
18142,"Positive","Panwas Mitra Ingatkan Tim Sukses Paslon Cabut APK Ilegal - rayapos.com"
18143,"Positive","Resmi Ditetapkan Sebagai Paslon di Pilwako Pontianak, Ini Kata Satarudin Alfian - KalbarOnline.Com"
18144,"Positive","Dua Paslon Perseorangan Pilbup Mempawah Siap Serahkan Berkas Dukungan - KalbarOnline.Com"
18145,"Positive","Paslon Harry-Yandi Komit Perjuangkan Nasib Seniman Pontianak - Tribun Pontianak"
18146,"Positive","Satpol PP Bantu Eksekusi Pembersihan APK Paslon Gubernur Kalbar - Tribun Pontianak"
18147,"Positive","Serap Aspirasi Masyarakat Ketapang,Ini Janji Paslon Midji-Norsan - Tribun Pontianak"
18148,"Positive","Prabowo Subianto: Dituduh Makar? Anak Proklamator kok Makar - Tribunnews.com"
18149,"Positive","Survei: Jokowi-Gatot Atau Prabowo Anies? - Kantorberitapemilu.com"
18150,"Positive","Prabowo Bantah Ditawari Jokowi Empat Kursi Menteri - Tribunnews.com"
18151,"Positive","Jokowi Sebut Prabowo Sahabat Terbaik - ANTARA News Kalimantan Barat"
18152,"Positive","Inilah Penyebab Elektabilitas Jokowi Disalip Prabowo - Kantorberitapemilu.com"
18153,"Positive","Marzuki Alie: Prabowo-Hatta Putaran Kejayaan Bangsa. - ANTARA News Kalimantan Barat"
18154,"Positive","100.000 Dosen Dukung Prabowo-Hatta - ANTARA News Kalimantan Barat"
18155,"Positive","Kala Prabowo Subianto Turun Gunung untuk Anies-Sandi - News Liputan6.com"
18156,"Positive","Jokowi dan Prabowo Bertemu, Sepakat Jaga Keutuhan NKRI - ANTARA News Kalimantan Barat"
18157,"Positive","Prabowo Lamar Priyo Ikut Tim Penasihat - ANTARA News Kalimantan Barat"
18158,"Positive","Prabowo Nilai Susunan Kabinet Jokowi-JK Cukup Baik - ANTARA News Kalimantan Barat"
18159,"Positive","Prabowo-Hatta Komitmen Berdayakan PKL - ANTARA News Kalimantan Barat"
18160,"Positive","Prabowo-Hatta Mampu Ciptakan Stabilitas Nasional - ANTARA News Kalimantan Barat"
18161,"Positive","Prabowo Puji ARB Sebagai Kebanggaan Bangsa - ANTARA News Kalimantan Barat"
18162,"Negative","Prabowo: Uang Rakyat Bocor Rp1.160 Triliun Per Tahun - ANTARA News Kalimantan Barat"
18163,"Positive","Harta Kekayaan Prabowo-Hatta Versi Data Lama - ANTARA News Kalimantan Barat"
18164,"Positive","Beber Kondisi Bangsa, Prabowo Tegaskan Tak Boleh Makar - News Liputan6.com"
18165,"Negative","Poros Baru Duri Bagi Prabowo - Kantorberitapemilu.com"
18166,"Positive","Prabowo: Jangan Ragu Dukung Anies-Sandiaga - Tribunnews.com"
18167,"Positive","Prabowo: Anak Proklamator kok Bisa Dituduh Makar? - Tribunnews.com"
18168,"Positive","Prabowo Subianto Kembali Bicara Soal 2019 - Tribunnews.com"
18169,"Positive","Anies-Sandiaga Janji Teruskan Amanat Prabowo - News Liputan6.com"
18170,"Positive","Arti Penting Pemilihan Gubernur DKI Jakarta Menurut Prabowo - Tribunnews.com"
18171,"Positive","Sandiaga: Perlu Izin Pak Prabowo Untuk Hadir Reuni 212 - rayapos.com"
18172,"Positive","KAPPI 66 Dukung Prabowo-Hatta - ANTARA News Kalimantan Barat"
18173,"Positive","Jalan Kaki 8 Hari, Perjuangan Agus Promosikan Perindo Buat Hary Tanoe Salut : Okezone News"
18174,"Positive","Mahyudin Yakin Mayoritas Kader Muda Beringin Tak Setuju Munalub - Kantorberitapemilu.com"
18175,"Positive","5 Fakta di Balik Penangkapan Penyebar Meme Setya Novanto, Nomor 5 Kader Parpol! - Tribun Pontianak"
18176,"Positive","KAMMI Untan Gelar Talkshow dan Hadirkan Empat Kader Berprestasi, Siapakah Mereka? - Tribun Pontianak"
18177,"Negative","Ada Daerah Nol Dukungan ke Kartius-Pensong, Ini Penjelasan Bawaslu Kalbar - Tribun Pontianak"
18178,"Positive","Diduga Pelanggaran, Bawaslu Panggil Tiga Stasiun TV Klarifikasi - Kantorberitapemilu.com"
18179,"Negative","Tak Terima Pencatutan, Badko HMI Kalbar Buat Laporan ke Bawaslu - Tribun Pontianak"
18180,"Positive","Panwaslu Kayong Segera Tertibkan Alat Peraga di Beberapa Ruas Jalan - Tribun Pontianak"
18181,"Positive","Panwaslu Mempawaah Minta Seluruh Pendukung Pasangan Calon Tak Umbar Informasi Negatif - Tribun Ponti"
18182,"Positive","Panwaslu dan Satpol PP OKU Copot APK Ilegal - Kantorberitapemilu.com"
18183,"Negative","Selain Belum Gajian 4 Bulan, Dua Anggota Komisioner Panwaslu Melawi Mundur - Tribun Pontianak"
18184,"Positive","Panwaslu Kota Bekasi Masih Mengkaji Klarifikasi Sekretaris Daerah Kota Bekasi - Wartakota"
18185,"Positive","Panwaslu Akan Turunkan Atribut Parpol dan Banner Yang Belum Pada Waktunya - Tribun Pontianak"
18186,"Positive","Penting Bersikap Kritis, Ekskul Debat Jadi Inkubator Tepat Bangun Wacana Solutif - Tribun Pontianak"
18187,"Positive","Agus Yudhoyono: 3 Kali Debat Sudah Cukup untuk Sampaikan Gagasan - Tribunnews.com"
18188,"Positive","Darmin: Enggak Usah Lagi Debat Beras Surplus atau Defisit"
18189,"Positive","Lewat Debat Kandidat, Anies-Sandi Siap Memikat Pemilih : Okezone News"
18190,"Positive","Cerita Menteri Susi Terlibat Debat Seru dengan Pengusaha"
18191,"Positive","Jokowi Ibaratkan Debat Soal Infrastruktur Seperti Telur dan Ayam"
18192,"Positive","Berita Artis Politik - Kantorberitapemilu.com"
18193,"Positive","Hendardi: Reuni 212 Jelas Gerakan Politik - rayapos.com"
18194,"Positive","ASN Terlibat Politik Praktis Terancam Dipecat - KalbarOnline.Com"
18195,"Positive","Menata Politik Kalimantan Barat - KalbarOnline.Com"
18196,"Positive","Paslon Karol-Gidot Dijadwalkan Blusukan di Sambas Hari Ini - Tribun Pontianak"
18197,"Positive","Karol Ucap Syukur Ditetapkan Sebagai Paslon Gubernur Kalbar - Tribun Pontianak"
